record_id,farm_id,animal_id,drug_name,drug_class,dose_mg,treatment_days,days_after_treatment,residue_mg_per_kg,mrl_limit_mg_per_kg,violation_flag,test_date
1879,20,773,Enrofloxacin,Fluoroquinolone,521,7,5,0.142,0.002,1,2025-09-20
1880,30,1180,Sulfonamide,Sulfonamide,617,1,4,0.1898,0.1,1,2025-07-08
1881,13,495,Sulfonamide,Sulfonamide,612,5,3,0.2714,0.1,1,2025-05-22
1882,17,680,Penicillin,Beta-lactam,576,5,1,0.676,0.005,1,2025-06-24
1883,2,77,Enrofloxacin,Fluoroquinolone,754,1,5,0.1114,0.002,1,2025-04-21
1884,11,428,Enrofloxacin,Fluoroquinolone,298,7,9,0.0251,0.002,1,2025-06-11
1885,46,1810,Oxytetracycline,Tetracycline,504,6,4,0.1646,0.01,1,2025-02-22
1886,5,185,Oxytetracycline,Tetracycline,714,4,9,0.0767,0.01,1,2025-03-05
1887,28,1115,Oxytetracycline,Tetracycline,721,2,4,0.1971,0.01,1,2025-11-20
1888,35,1391,Penicillin,Beta-lactam,604,2,3,0.1822,0.005,1,2025-06-15
1889,12,463,Oxytetracycline,Tetracycline,516,7,1,0.6313,0.01,1,2025-02-12
1890,48,1881,Sulfonamide,Sulfonamide,617,4,6,0.1534,0.1,1,2025-02-18
1891,24,946,Sulfonamide,Sulfonamide,516,7,9,0.07,0.1,0,2025-09-26
1892,46,1827,Oxytetracycline,Tetracycline,110,2,4,0.0363,0.01,1,2025-01-16
1893,31,1201,Oxytetracycline,Tetracycline,442,7,7,0.0386,0.01,1,2025-03-07
1894,43,1716,Sulfonamide,Sulfonamide,636,1,4,0.189,0.1,1,2025-06-20
1895,25,968,Gentamicin,Aminoglycoside,370,6,5,0.0979,0.01,1,2025-11-02
1896,7,246,Gentamicin,Aminoglycoside,103,5,4,0.023,0.01,1,2025-11-09
1897,41,1623,Enrofloxacin,Fluoroquinolone,237,1,2,0.0961,0.002,1,2025-02-06
1898,42,1656,Oxytetracycline,Tetracycline,638,6,10,0.0502,0.01,1,2025-10-04
1899,15,599,Penicillin,Beta-lactam,336,4,9,0.0365,0.005,1,2025-01-14
1900,31,1202,Penicillin,Beta-lactam,517,2,3,0.2266,0.005,1,2025-03-22
1901,49,1929,Penicillin,Beta-lactam,721,5,9,0.0519,0.005,1,2025-05-03
1902,24,925,Enrofloxacin,Fluoroquinolone,443,3,7,0.0365,0.002,1,2025-05-11
1903,48,1913,Oxytetracycline,Tetracycline,401,2,9,0.0462,0.01,1,2025-01-22
1904,43,1699,Enrofloxacin,Fluoroquinolone,745,1,6,0.0916,0.002,1,2025-07-22
1905,22,878,Gentamicin,Aminoglycoside,147,5,2,0.0453,0.01,1,2025-03-07
1906,22,874,Oxytetracycline,Tetracycline,143,2,1,0.1459,0.01,1,2025-04-15
1907,19,740,Gentamicin,Aminoglycoside,507,5,2,0.3342,0.01,1,2025-01-14
1908,20,792,Penicillin,Beta-lactam,566,1,6,0.1359,0.005,1,2025-04-19
1909,6,205,Penicillin,Beta-lactam,323,3,6,0.0461,0.005,1,2025-08-09
1910,27,1043,Sulfonamide,Sulfonamide,287,4,10,0.0175,0.1,0,2025-11-17
1911,44,1736,Gentamicin,Aminoglycoside,534,7,9,0.0679,0.01,1,2025-03-15
1912,32,1273,Penicillin,Beta-lactam,637,7,5,0.1007,0.005,1,2025-01-21
1913,6,238,Penicillin,Beta-lactam,411,5,1,0.5318,0.005,1,2025-08-18
1914,40,1598,Penicillin,Beta-lactam,450,3,4,0.1099,0.005,1,2025-12-08
1915,47,1870,Sulfonamide,Sulfonamide,641,2,7,0.05,0.1,0,2025-04-30
1916,34,1322,Enrofloxacin,Fluoroquinolone,729,6,2,0.2017,0.002,1,2025-12-08
1917,19,759,Gentamicin,Aminoglycoside,118,5,1,0.1189,0.01,1,2025-10-17
1918,30,1190,Oxytetracycline,Tetracycline,396,3,10,0.027,0.01,1,2025-01-09
1919,37,1464,Gentamicin,Aminoglycoside,361,5,3,0.1086,0.01,1,2025-11-03
1920,37,1447,Sulfonamide,Sulfonamide,738,6,7,0.1335,0.1,1,2025-10-21
1921,42,1655,Gentamicin,Aminoglycoside,772,3,9,0.0979,0.01,1,2025-11-04
1922,39,1528,Gentamicin,Aminoglycoside,191,5,5,0.0246,0.01,1,2025-07-07
1923,30,1187,Gentamicin,Aminoglycoside,752,5,4,0.1216,0.01,1,2025-10-17
1924,6,211,Enrofloxacin,Fluoroquinolone,121,7,9,0.0187,0.002,1,2025-10-19
1925,32,1268,Penicillin,Beta-lactam,279,2,2,0.0956,0.005,1,2025-04-25
1926,16,603,Penicillin,Beta-lactam,540,4,10,0.0572,0.005,1,2025-01-29
1927,21,836,Sulfonamide,Sulfonamide,123,5,8,0.0101,0.1,0,2025-11-24
1928,7,242,Gentamicin,Aminoglycoside,527,1,8,0.0444,0.01,1,2025-04-21
1929,16,634,Sulfonamide,Sulfonamide,333,5,10,0.024,0.1,0,2025-12-10
1930,34,1357,Sulfonamide,Sulfonamide,470,6,4,0.1643,0.1,1,2025-09-24
1931,8,284,Sulfonamide,Sulfonamide,117,7,5,0.0311,0.1,0,2025-06-26
1932,50,1967,Gentamicin,Aminoglycoside,779,1,3,0.3641,0.01,1,2025-10-17
1933,32,1250,Gentamicin,Aminoglycoside,449,1,9,0.0651,0.01,1,2025-03-17
1934,21,832,Sulfonamide,Sulfonamide,467,5,3,0.1454,0.1,1,2025-05-17
1935,5,192,Sulfonamide,Sulfonamide,491,5,7,0.0593,0.1,0,2025-11-19
1936,4,150,Penicillin,Beta-lactam,115,5,8,0.0188,0.005,1,2025-02-20
1937,35,1377,Penicillin,Beta-lactam,294,7,9,0.0266,0.005,1,2025-06-22
1938,48,1892,Oxytetracycline,Tetracycline,357,7,4,0.114,0.01,1,2025-07-24
1939,28,1109,Penicillin,Beta-lactam,346,5,5,0.0934,0.005,1,2025-05-20
1940,33,1283,Oxytetracycline,Tetracycline,130,7,3,0.0424,0.01,1,2025-04-25
1941,1,3,Oxytetracycline,Tetracycline,783,7,9,0.0813,0.01,1,2025-07-20
1942,47,1859,Gentamicin,Aminoglycoside,164,1,2,0.1094,0.01,1,2025-07-18
1943,26,1032,Penicillin,Beta-lactam,176,1,4,0.0578,0.005,1,2025-06-21
1944,43,1687,Oxytetracycline,Tetracycline,149,1,7,0.0219,0.01,1,2025-11-10
1945,34,1328,Enrofloxacin,Fluoroquinolone,182,3,10,0.0104,0.002,1,2025-06-14
1946,3,112,Gentamicin,Aminoglycoside,517,7,3,0.2349,0.01,1,2025-09-25
1947,11,402,Sulfonamide,Sulfonamide,553,6,7,0.089,0.1,0,2025-01-26
1948,38,1495,Enrofloxacin,Fluoroquinolone,325,6,5,0.0501,0.002,1,2025-09-11
1949,23,903,Gentamicin,Aminoglycoside,713,3,7,0.0675,0.01,1,2026-01-01
1950,49,1932,Gentamicin,Aminoglycoside,243,6,7,0.0438,0.01,1,2025-07-30
1951,35,1376,Penicillin,Beta-lactam,710,2,6,0.0615,0.005,1,2025-02-17
1952,39,1528,Gentamicin,Aminoglycoside,740,7,8,0.1316,0.01,1,2025-01-25
1953,9,330,Sulfonamide,Sulfonamide,716,1,5,0.0749,0.1,0,2025-09-26
1954,35,1382,Sulfonamide,Sulfonamide,369,1,4,0.0644,0.1,0,2025-08-21
1955,12,476,Oxytetracycline,Tetracycline,235,3,6,0.0476,0.01,1,2025-03-29
1956,11,415,Enrofloxacin,Fluoroquinolone,510,1,8,0.0666,0.002,1,2025-02-10
1957,24,951,Oxytetracycline,Tetracycline,309,7,3,0.1213,0.01,1,2025-02-10
1958,31,1235,Penicillin,Beta-lactam,100,4,2,0.0359,0.005,1,2025-08-05
1959,13,488,Sulfonamide,Sulfonamide,785,3,3,0.2532,0.1,1,2025-10-07
1960,30,1175,Enrofloxacin,Fluoroquinolone,485,1,4,0.0871,0.002,1,2025-02-08
1961,46,1826,Sulfonamide,Sulfonamide,403,3,5,0.0881,0.1,0,2025-03-28
1962,45,1771,Sulfonamide,Sulfonamide,430,1,3,0.1955,0.1,1,2025-05-31
1963,27,1046,Oxytetracycline,Tetracycline,196,4,5,0.0308,0.01,1,2025-01-28
1964,13,485,Gentamicin,Aminoglycoside,309,6,5,0.0823,0.01,1,2025-07-23
1965,25,964,Sulfonamide,Sulfonamide,210,2,8,0.0326,0.1,0,2025-09-13
1966,35,1367,Sulfonamide,Sulfonamide,274,2,2,0.0704,0.1,0,2025-03-24
1967,33,1309,Oxytetracycline,Tetracycline,603,7,10,0.0625,0.01,1,2025-04-04
1968,6,210,Penicillin,Beta-lactam,367,5,7,0.0352,0.005,1,2025-10-07
1969,18,697,Gentamicin,Aminoglycoside,721,4,4,0.2267,0.01,1,2025-04-29
1970,45,1792,Sulfonamide,Sulfonamide,348,1,9,0.0262,0.1,0,2025-12-15
1971,17,653,Gentamicin,Aminoglycoside,129,3,4,0.0346,0.01,1,2025-08-19
1972,50,1966,Oxytetracycline,Tetracycline,604,7,10,0.0631,0.01,1,2025-11-22
1973,22,878,Gentamicin,Aminoglycoside,797,1,8,0.0975,0.01,1,2025-02-01
1974,21,825,Gentamicin,Aminoglycoside,341,4,9,0.0485,0.01,1,2025-03-17
1975,45,1762,Oxytetracycline,Tetracycline,473,7,1,0.4144,0.01,1,2025-03-15
1976,5,173,Penicillin,Beta-lactam,284,2,6,0.0392,0.005,1,2025-03-23
1977,5,177,Gentamicin,Aminoglycoside,795,7,6,0.0682,0.01,1,2025-06-21
1978,28,1105,Gentamicin,Aminoglycoside,207,6,5,0.0375,0.01,1,2025-03-18
1979,38,1501,Oxytetracycline,Tetracycline,635,6,3,0.1212,0.01,1,2025-10-20
1980,8,285,Enrofloxacin,Fluoroquinolone,681,4,8,0.1068,0.002,1,2025-01-21
1981,29,1142,Sulfonamide,Sulfonamide,647,7,5,0.0951,0.1,0,2025-11-16
1982,32,1248,Sulfonamide,Sulfonamide,395,7,9,0.06,0.1,0,2025-03-23
1983,7,260,Oxytetracycline,Tetracycline,438,7,1,0.6357,0.01,1,2025-12-21
1984,38,1495,Penicillin,Beta-lactam,778,7,9,0.0807,0.005,1,2025-11-03
1985,37,1468,Enrofloxacin,Fluoroquinolone,619,3,3,0.1647,0.002,1,2025-11-07
1986,18,692,Sulfonamide,Sulfonamide,624,5,2,0.3579,0.1,1,2025-05-26
1987,18,711,Gentamicin,Aminoglycoside,741,5,9,0.0789,0.01,1,2025-01-19
1988,36,1424,Gentamicin,Aminoglycoside,193,3,3,0.0473,0.01,1,2025-10-06
1989,21,823,Gentamicin,Aminoglycoside,499,4,4,0.1296,0.01,1,2025-12-03
1990,10,383,Oxytetracycline,Tetracycline,730,4,5,0.1285,0.01,1,2025-02-09
1991,50,1974,Sulfonamide,Sulfonamide,165,6,8,0.0205,0.1,0,2025-09-30
1992,26,1009,Gentamicin,Aminoglycoside,654,2,10,0.0703,0.01,1,2025-08-12
1993,26,1036,Gentamicin,Aminoglycoside,257,7,3,0.0703,0.01,1,2025-10-23
1994,11,402,Gentamicin,Aminoglycoside,139,7,9,0.0126,0.01,1,2025-09-26
1995,1,2,Gentamicin,Aminoglycoside,758,2,4,0.1646,0.01,1,2025-12-23
1996,14,552,Oxytetracycline,Tetracycline,779,7,6,0.163,0.01,1,2025-07-19
1997,20,781,Sulfonamide,Sulfonamide,439,6,8,0.0587,0.1,0,2025-01-16
1998,35,1379,Oxytetracycline,Tetracycline,271,3,9,0.0204,0.01,1,2025-06-25
1999,44,1746,Enrofloxacin,Fluoroquinolone,374,3,3,0.1788,0.002,1,2025-07-21
2000,24,944,Sulfonamide,Sulfonamide,503,2,3,0.143,0.1,1,2025-11-10
2001,16,603,Penicillin,Beta-lactam,753,2,3,0.2971,0.005,1,2025-10-22
2002,44,1735,Enrofloxacin,Fluoroquinolone,500,7,4,0.1708,0.002,1,2025-04-10
2003,28,1119,Sulfonamide,Sulfonamide,205,3,7,0.0195,0.1,0,2025-02-10
2004,36,1402,Enrofloxacin,Fluoroquinolone,291,5,6,0.0593,0.002,1,2025-09-05
2005,10,365,Enrofloxacin,Fluoroquinolone,498,2,10,0.0335,0.002,1,2025-10-29
2006,12,454,Penicillin,Beta-lactam,451,5,10,0.0578,0.005,1,2025-07-09
2007,6,210,Penicillin,Beta-lactam,616,1,9,0.0829,0.005,1,2025-07-09
2008,19,750,Oxytetracycline,Tetracycline,761,4,9,0.0645,0.01,1,2025-07-17
2009,49,1945,Sulfonamide,Sulfonamide,432,1,10,0.0354,0.1,0,2025-09-07
2010,40,1584,Enrofloxacin,Fluoroquinolone,367,2,1,0.2548,0.002,1,2025-11-18
2011,32,1277,Oxytetracycline,Tetracycline,791,5,10,0.0454,0.01,1,2025-02-27
2012,47,1872,Gentamicin,Aminoglycoside,713,4,3,0.13,0.01,1,2025-09-25
2013,43,1707,Enrofloxacin,Fluoroquinolone,695,2,5,0.1798,0.002,1,2025-02-14
2014,43,1718,Enrofloxacin,Fluoroquinolone,315,4,5,0.0371,0.002,1,2025-05-31
2015,24,930,Oxytetracycline,Tetracycline,434,7,6,0.0508,0.01,1,2025-04-21
2016,38,1493,Penicillin,Beta-lactam,474,5,4,0.1561,0.005,1,2025-09-01
2017,38,1491,Sulfonamide,Sulfonamide,199,2,7,0.0269,0.1,0,2025-06-12
2018,3,94,Oxytetracycline,Tetracycline,735,3,3,0.2933,0.01,1,2025-11-26
2019,42,1644,Oxytetracycline,Tetracycline,390,7,2,0.1044,0.01,1,2025-07-01
2020,10,364,Gentamicin,Aminoglycoside,492,5,9,0.0792,0.01,1,2025-03-04
2021,36,1426,Sulfonamide,Sulfonamide,636,4,9,0.0396,0.1,0,2025-03-09
2022,39,1552,Gentamicin,Aminoglycoside,106,3,6,0.0111,0.01,1,2025-09-21
2023,27,1079,Sulfonamide,Sulfonamide,456,4,3,0.2113,0.1,1,2025-06-19
2024,29,1142,Gentamicin,Aminoglycoside,526,1,6,0.1196,0.01,1,2025-10-26
2025,26,1038,Gentamicin,Aminoglycoside,560,5,8,0.0546,0.01,1,2025-03-27
2026,8,284,Gentamicin,Aminoglycoside,445,5,6,0.11,0.01,1,2025-12-09
2027,15,573,Sulfonamide,Sulfonamide,747,3,10,0.0689,0.1,0,2025-07-06
2028,41,1632,Enrofloxacin,Fluoroquinolone,728,3,3,0.2432,0.002,1,2025-06-05
2029,50,1962,Sulfonamide,Sulfonamide,221,1,7,0.0469,0.1,0,2025-01-14
2030,7,279,Oxytetracycline,Tetracycline,140,1,3,0.0607,0.01,1,2025-07-10
2031,33,1310,Penicillin,Beta-lactam,700,6,4,0.1002,0.005,1,2025-05-02
2032,7,269,Oxytetracycline,Tetracycline,433,7,6,0.0411,0.01,1,2025-01-03
2033,17,664,Enrofloxacin,Fluoroquinolone,592,1,9,0.0463,0.002,1,2025-11-21
2034,22,872,Sulfonamide,Sulfonamide,286,6,2,0.1121,0.1,1,2025-05-26
2035,44,1744,Sulfonamide,Sulfonamide,637,5,7,0.0806,0.1,0,2025-11-14
2036,37,1468,Gentamicin,Aminoglycoside,247,4,4,0.057,0.01,1,2025-11-23
2037,41,1616,Gentamicin,Aminoglycoside,399,6,7,0.037,0.01,1,2025-01-04
2038,7,266,Enrofloxacin,Fluoroquinolone,627,6,3,0.2966,0.002,1,2025-05-28
2039,11,429,Oxytetracycline,Tetracycline,638,2,3,0.2568,0.01,1,2025-02-24
2040,38,1510,Penicillin,Beta-lactam,294,7,2,0.0921,0.005,1,2025-11-07
2041,8,294,Oxytetracycline,Tetracycline,741,3,10,0.0439,0.01,1,2025-07-13
2042,38,1513,Oxytetracycline,Tetracycline,192,5,4,0.0439,0.01,1,2025-09-08
2043,9,328,Penicillin,Beta-lactam,666,4,6,0.0582,0.005,1,2025-03-26
2044,40,1571,Gentamicin,Aminoglycoside,513,5,2,0.2989,0.01,1,2025-04-01
2045,41,1612,Penicillin,Beta-lactam,458,4,8,0.047,0.005,1,2025-07-05
2046,29,1152,Enrofloxacin,Fluoroquinolone,595,2,7,0.0557,0.002,1,2025-10-20
2047,49,1930,Oxytetracycline,Tetracycline,433,2,10,0.0256,0.01,1,2025-12-09
2048,38,1520,Gentamicin,Aminoglycoside,491,6,9,0.0404,0.01,1,2025-02-22
2049,21,804,Oxytetracycline,Tetracycline,662,7,3,0.2688,0.01,1,2025-03-03
2050,34,1322,Gentamicin,Aminoglycoside,279,1,8,0.0414,0.01,1,2025-04-12
2051,23,908,Penicillin,Beta-lactam,678,6,10,0.0994,0.005,1,2025-01-15
2052,17,668,Penicillin,Beta-lactam,276,2,10,0.0402,0.005,1,2025-11-11
2053,11,439,Gentamicin,Aminoglycoside,275,1,7,0.051,0.01,1,2025-12-03
2054,44,1749,Sulfonamide,Sulfonamide,177,6,5,0.0261,0.1,0,2025-10-09
2055,8,295,Penicillin,Beta-lactam,270,3,6,0.0541,0.005,1,2025-05-06
2056,41,1617,Sulfonamide,Sulfonamide,653,2,6,0.1149,0.1,1,2025-06-07
2057,14,547,Gentamicin,Aminoglycoside,225,4,8,0.0348,0.01,1,2025-09-10
2058,12,449,Penicillin,Beta-lactam,502,3,4,0.181,0.005,1,2025-10-20
2059,18,682,Enrofloxacin,Fluoroquinolone,359,5,8,0.0499,0.002,1,2025-03-01
2060,10,370,Gentamicin,Aminoglycoside,718,7,10,0.0674,0.01,1,2025-04-06
2061,30,1170,Penicillin,Beta-lactam,550,1,3,0.1018,0.005,1,2025-05-07
2062,35,1366,Sulfonamide,Sulfonamide,579,7,9,0.0908,0.1,0,2025-02-27
2063,11,439,Gentamicin,Aminoglycoside,434,2,10,0.063,0.01,1,2025-09-23
2064,13,498,Penicillin,Beta-lactam,252,1,2,0.08,0.005,1,2025-07-06
2065,21,814,Oxytetracycline,Tetracycline,661,2,3,0.1185,0.01,1,2025-01-23
2066,14,544,Sulfonamide,Sulfonamide,600,5,8,0.0764,0.1,0,2025-09-17
2067,45,1769,Sulfonamide,Sulfonamide,548,3,4,0.1635,0.1,1,2025-12-27
2068,45,1800,Enrofloxacin,Fluoroquinolone,783,5,6,0.0893,0.002,1,2025-11-23
2069,28,1096,Gentamicin,Aminoglycoside,162,7,1,0.1137,0.01,1,2025-05-23
2070,16,619,Penicillin,Beta-lactam,497,6,2,0.3267,0.005,1,2025-10-21
2071,17,657,Oxytetracycline,Tetracycline,571,1,6,0.1271,0.01,1,2025-03-25
2072,49,1954,Penicillin,Beta-lactam,684,7,2,0.1788,0.005,1,2025-03-18
2073,33,1317,Sulfonamide,Sulfonamide,271,7,10,0.0339,0.1,0,2025-12-06
2074,2,50,Oxytetracycline,Tetracycline,410,2,8,0.0398,0.01,1,2025-09-19
2075,10,395,Oxytetracycline,Tetracycline,726,7,4,0.2562,0.01,1,2025-10-23
2076,22,852,Gentamicin,Aminoglycoside,184,2,10,0.0184,0.01,1,2025-11-08
2077,50,1982,Oxytetracycline,Tetracycline,248,4,1,0.2811,0.01,1,2025-03-19
2078,6,237,Penicillin,Beta-lactam,261,1,8,0.0297,0.005,1,2025-12-05
2079,8,286,Oxytetracycline,Tetracycline,217,5,2,0.0668,0.01,1,2025-07-15
2080,21,825,Oxytetracycline,Tetracycline,232,2,1,0.1441,0.01,1,2025-01-17
2081,23,915,Penicillin,Beta-lactam,451,6,9,0.0631,0.005,1,2025-05-08
2082,11,406,Sulfonamide,Sulfonamide,319,1,5,0.0684,0.1,0,2025-08-09
2083,20,779,Enrofloxacin,Fluoroquinolone,313,5,1,0.3632,0.002,1,2025-08-22
2084,34,1333,Enrofloxacin,Fluoroquinolone,633,1,3,0.2668,0.002,1,2025-05-25
2085,10,361,Oxytetracycline,Tetracycline,192,3,1,0.2476,0.01,1,2025-12-16
2086,21,809,Sulfonamide,Sulfonamide,243,3,1,0.2616,0.1,1,2025-06-17
2087,7,276,Penicillin,Beta-lactam,710,3,7,0.0638,0.005,1,2025-10-30
2088,10,397,Enrofloxacin,Fluoroquinolone,458,6,7,0.0877,0.002,1,2025-02-03
2089,42,1660,Oxytetracycline,Tetracycline,319,6,10,0.035,0.01,1,2025-03-07
2090,40,1596,Sulfonamide,Sulfonamide,608,7,1,0.776,0.1,1,2025-04-28
2091,50,1985,Gentamicin,Aminoglycoside,221,2,5,0.0305,0.01,1,2025-07-03
2092,29,1126,Enrofloxacin,Fluoroquinolone,652,3,7,0.0752,0.002,1,2025-03-08
2093,11,435,Oxytetracycline,Tetracycline,365,1,3,0.064,0.01,1,2025-09-04
2094,48,1906,Oxytetracycline,Tetracycline,532,1,6,0.0988,0.01,1,2025-09-03
2095,12,473,Sulfonamide,Sulfonamide,606,3,1,0.4038,0.1,1,2025-11-14
2096,4,126,Gentamicin,Aminoglycoside,187,4,7,0.0364,0.01,1,2025-01-12
2097,22,845,Penicillin,Beta-lactam,233,2,5,0.048,0.005,1,2025-02-24
2098,18,702,Enrofloxacin,Fluoroquinolone,367,7,3,0.1624,0.002,1,2025-12-17
2099,33,1294,Oxytetracycline,Tetracycline,327,6,5,0.0348,0.01,1,2025-01-31
2100,7,256,Oxytetracycline,Tetracycline,730,3,7,0.1519,0.01,1,2025-10-16
2101,47,1873,Gentamicin,Aminoglycoside,477,4,5,0.1071,0.01,1,2025-07-09
2102,23,907,Sulfonamide,Sulfonamide,793,7,6,0.1152,0.1,1,2025-08-06
2103,44,1728,Penicillin,Beta-lactam,352,3,8,0.059,0.005,1,2025-03-12
2104,43,1714,Enrofloxacin,Fluoroquinolone,572,4,1,0.3492,0.002,1,2025-10-12
2105,4,122,Oxytetracycline,Tetracycline,626,1,1,0.4427,0.01,1,2025-07-31
2106,29,1135,Penicillin,Beta-lactam,202,4,7,0.0224,0.005,1,2025-02-16
2107,26,1002,Penicillin,Beta-lactam,533,5,1,0.5567,0.005,1,2025-09-22
2108,5,200,Enrofloxacin,Fluoroquinolone,558,1,3,0.2033,0.002,1,2025-02-25
2109,50,1996,Enrofloxacin,Fluoroquinolone,162,4,2,0.0563,0.002,1,2025-01-22
2110,21,837,Gentamicin,Aminoglycoside,204,2,1,0.1962,0.01,1,2025-04-28
2111,18,681,Oxytetracycline,Tetracycline,148,7,5,0.0255,0.01,1,2025-09-29
2112,49,1954,Enrofloxacin,Fluoroquinolone,603,3,4,0.1961,0.002,1,2025-03-31
2113,6,234,Penicillin,Beta-lactam,125,1,10,0.0117,0.005,1,2025-06-28
2114,28,1089,Sulfonamide,Sulfonamide,792,3,8,0.0917,0.1,0,2025-08-08
2115,31,1221,Enrofloxacin,Fluoroquinolone,608,1,4,0.0943,0.002,1,2025-01-03
2116,18,684,Penicillin,Beta-lactam,787,7,4,0.2178,0.005,1,2025-03-22
2117,43,1685,Gentamicin,Aminoglycoside,360,7,7,0.0715,0.01,1,2025-08-12
2118,43,1686,Penicillin,Beta-lactam,180,3,10,0.0102,0.005,1,2025-05-04
2119,43,1702,Penicillin,Beta-lactam,586,1,1,0.3267,0.005,1,2025-05-17
2120,21,826,Gentamicin,Aminoglycoside,535,1,5,0.1568,0.01,1,2025-11-17
2121,31,1207,Oxytetracycline,Tetracycline,169,7,2,0.0465,0.01,1,2025-10-29
2122,25,995,Gentamicin,Aminoglycoside,227,3,1,0.118,0.01,1,2025-12-02
2123,14,538,Sulfonamide,Sulfonamide,341,5,9,0.0215,0.1,0,2025-10-16
2124,39,1551,Enrofloxacin,Fluoroquinolone,687,1,6,0.0858,0.002,1,2025-12-29
2125,4,135,Enrofloxacin,Fluoroquinolone,276,1,5,0.0613,0.002,1,2025-09-14
2126,2,78,Sulfonamide,Sulfonamide,404,6,10,0.0534,0.1,0,2025-07-22
2127,41,1605,Sulfonamide,Sulfonamide,641,4,4,0.184,0.1,1,2025-04-12
2128,24,949,Sulfonamide,Sulfonamide,549,6,2,0.3606,0.1,1,2025-07-15
2129,31,1235,Sulfonamide,Sulfonamide,399,1,7,0.0803,0.1,0,2025-02-20
2130,8,305,Penicillin,Beta-lactam,596,3,1,0.5871,0.005,1,2025-10-20
2131,14,546,Penicillin,Beta-lactam,338,7,3,0.1422,0.005,1,2025-08-12
2132,10,375,Penicillin,Beta-lactam,627,6,10,0.0687,0.005,1,2025-10-26
2133,30,1165,Oxytetracycline,Tetracycline,725,4,1,0.4111,0.01,1,2025-05-16
2134,9,339,Gentamicin,Aminoglycoside,776,2,1,0.5543,0.01,1,2025-01-27
2135,27,1056,Gentamicin,Aminoglycoside,653,7,3,0.1318,0.01,1,2025-07-30
2136,3,113,Penicillin,Beta-lactam,776,6,1,0.8775,0.005,1,2025-12-05
2137,33,1286,Enrofloxacin,Fluoroquinolone,197,7,9,0.0316,0.002,1,2025-02-12
2138,13,482,Enrofloxacin,Fluoroquinolone,800,6,10,0.0857,0.002,1,2025-11-01
2139,26,1034,Sulfonamide,Sulfonamide,559,2,2,0.1631,0.1,1,2025-08-16
2140,50,1972,Oxytetracycline,Tetracycline,650,5,10,0.0952,0.01,1,2025-12-05
2141,27,1041,Oxytetracycline,Tetracycline,172,5,7,0.0343,0.01,1,2025-06-05
2142,28,1096,Penicillin,Beta-lactam,264,7,2,0.1256,0.005,1,2025-07-02
2143,27,1069,Sulfonamide,Sulfonamide,338,5,8,0.0622,0.1,0,2025-07-11
2144,23,897,Oxytetracycline,Tetracycline,652,2,1,0.8553,0.01,1,2025-05-13
2145,28,1107,Oxytetracycline,Tetracycline,528,4,6,0.0856,0.01,1,2025-02-17
2146,43,1698,Penicillin,Beta-lactam,293,4,10,0.0171,0.005,1,2025-11-01
2147,21,826,Oxytetracycline,Tetracycline,763,6,2,0.5471,0.01,1,2025-09-19
2148,46,1825,Gentamicin,Aminoglycoside,790,7,10,0.0609,0.01,1,2025-03-26
2149,31,1229,Gentamicin,Aminoglycoside,673,5,3,0.2161,0.01,1,2025-07-20
2150,30,1185,Gentamicin,Aminoglycoside,780,6,1,0.5984,0.01,1,2025-10-29
2151,19,727,Penicillin,Beta-lactam,220,3,2,0.1419,0.005,1,2025-08-05
2152,6,231,Enrofloxacin,Fluoroquinolone,537,1,8,0.0939,0.002,1,2025-11-25
2153,13,509,Penicillin,Beta-lactam,599,3,9,0.0704,0.005,1,2025-06-20
2154,38,1481,Gentamicin,Aminoglycoside,462,1,8,0.0624,0.01,1,2025-12-04
2155,35,1373,Gentamicin,Aminoglycoside,286,3,1,0.396,0.01,1,2025-08-04
2156,36,1438,Enrofloxacin,Fluoroquinolone,724,4,7,0.1083,0.002,1,2025-05-16
2157,48,1917,Sulfonamide,Sulfonamide,539,1,5,0.1027,0.1,1,2025-06-09
2158,8,311,Oxytetracycline,Tetracycline,554,1,3,0.1959,0.01,1,2025-02-22
2159,20,791,Penicillin,Beta-lactam,263,3,10,0.0331,0.005,1,2025-11-19
2160,21,833,Enrofloxacin,Fluoroquinolone,655,5,3,0.1092,0.002,1,2025-10-21
2161,50,1967,Penicillin,Beta-lactam,372,5,7,0.0549,0.005,1,2025-09-14
2162,12,467,Sulfonamide,Sulfonamide,142,4,3,0.0703,0.1,0,2025-07-22
2163,25,983,Penicillin,Beta-lactam,639,4,10,0.0687,0.005,1,2025-08-06
2164,2,46,Sulfonamide,Sulfonamide,164,1,5,0.0188,0.1,0,2025-02-27
2165,31,1202,Penicillin,Beta-lactam,466,6,10,0.0531,0.005,1,2025-03-25
2166,43,1681,Penicillin,Beta-lactam,517,1,4,0.0922,0.005,1,2025-07-28
2167,46,1832,Oxytetracycline,Tetracycline,449,2,4,0.061,0.01,1,2025-05-11
2168,17,658,Sulfonamide,Sulfonamide,623,1,7,0.0741,0.1,0,2025-12-25
2169,2,45,Penicillin,Beta-lactam,468,3,5,0.0932,0.005,1,2025-05-15
2170,7,256,Sulfonamide,Sulfonamide,199,4,6,0.0382,0.1,0,2025-04-09
2171,36,1428,Enrofloxacin,Fluoroquinolone,380,1,10,0.0348,0.002,1,2025-02-02
